System,SCF Energy,S1,S2,S3,T1,T2,T3,Function
CCFFF_CBHH_CNHH_CNHH_CCN_CCHHH,-836.905756,3.13,3.87,4.56,1.59,2.48,3.82,-0.06
CCl_CBHH_CNHH_CNHH_CCN_CCHHH,-959.461206,3.18,3.86,4.64,1.69,2.55,3.94,-0.2
CF_CBHH_CNHH_CNHH_CCN_CCHHH,-599.110369,3.27,4.02,4.75,1.79,2.63,4.05,-0.3
CBFF_CBHH_CNHH_CNHH_CCN_CCHHH,-723.933294,3.08,3.78,4.23,1.5,2.46,3.63,0.07
CBHH_CBHH_CNHH_CNHH_CCN_CCHHH,-525.284554,3.28,4.3,4.74,1.88,2.7,3.97,-0.48
CH_CBHH_CNHH_CNHH_CCN_CCHHH,-499.869382,3.21,3.99,4.38,1.68,2.55,3.76,-0.14
CSH_CBHH_CNHH_CNHH_CCN_CCHHH,-898.041668,2.89,4.17,4.33,1.92,2.54,4.12,-0.95
COCHHH_CBHH_CNHH_CNHH_CCN_CCHHH,-614.367675,3.15,4.46,4.51,2.12,2.7,4.43,-1.09
COH_CBHH_CNHH_CNHH_CCN_CCHHH,-575.108308,3.12,3.91,4.64,1.74,2.62,3.97,-0.36
CNHH_CBHH_CNHH_CNHH_CCN_CCHHH,-555.225831,2.95,4.07,4.53,2,2.65,4.07,-1.04
CSiHHH_CBHH_CNHH_CNHH_CCN_CCHHH,-790.53561,3.05,3.73,4.41,1.51,2.45,3.74,0.03
CNMeMe_CBHH_CNHH_CNHH_CCN_CCHHH,-633.820193,3.13,3.82,4.32,1.89,2.65,3.85,-0.65
CNOO_CBHH_CNHH_CNHH_CCN_CNOO,-869.513854,1.06,3.03,3.08,0.05,1.7,2.31,0.96
CNOO_CBHH_CNHH_CNHH_CCN_CCN,-757.268559,1.23,3.05,3.48,0.37,1.66,2.38,0.5
CNOO_CBHH_CNHH_CNHH_CCN_CCFFF,-1002.080149,1.32,3.16,3.67,0.45,1.83,2.42,0.42
CNOO_CBHH_CNHH_CNHH_CCN_CCl,-1124.628538,2.92,3.56,3.77,1.53,2.35,2.6,-0.14
CNOO_CBHH_CNHH_CNHH_CCN_CF,-764.272319,1.52,3.07,3.9,0.81,1.68,2.51,-0.09
CNOO_CBHH_CNHH_CNHH_CCN_CBFF,-889.109054,1.15,3.1,3.28,-0.39,1.78,2.42,1.93
CNOO_CBHH_CNHH_CNHH_CCN_CBHH,-690.465203,1.1,2.93,3.06,-0.54,1.69,2.45,2.17
CNOO_CBHH_CNHH_CNHH_CCN_CH,-665.032451,1.31,3.11,3.79,0.48,1.77,2.47,0.34
CNOO_CBHH_CNHH_CNHH_CCN_CSiHHH,-955.709714,1.35,3.08,3.71,0.4,1.79,2.49,0.55
CNOO_CBHH_CNHH_CNHH_CCN_CSH,-1063.226703,1.47,2.81,3.89,0.81,1.43,2.53,-0.14
CNOO_CBHH_CNHH_CNHH_CCN_COCHHH,-779.548487,1.72,2.77,3.9,1.11,1.29,2.6,-0.49
CNOO_CBHH_CNHH_CNHH_CCN_COH,-740.268083,1.57,2.98,3.91,0.81,1.61,2.61,-0.06
CNOO_CBHH_CNHH_CNHH_CCN_CNHH,-720.40935,2.08,2.8,3.95,0.98,1.68,2.74,0.11
CNOO_CBHH_CNHH_CNHH_CCN_CNMeMe,-798.99532,1.83,2.63,3.93,0.81,1.43,2.74,0.21
CSH_CCFFF_CBFF_CNOO_CSH_CCHHH,-1833.415133,2.9,3.64,3.89,2.11,2.23,2.59,-1.31
CSH_CCFFF_CBFF_CCN_CSH_CCHHH,-1721.172991,2.73,3.68,4.02,1.98,2.13,3.63,-1.24
CSH_CCFFF_CBFF_CCFFF_CSH_CCHHH,-1965.979391,2.95,3.68,3.98,2.06,2.18,3.7,-1.17
CSH_CCFFF_CBFF_CCl_CSH_CCHHH,-2088.537159,3.1,3.89,4.24,2.23,2.35,3.92,-1.36
CSH_CCFFF_CBFF_CF_CSH_CCHHH,-1728.184372,3.18,4.22,4.82,2.28,2.6,4.35,-1.38
CSH_CCFFF_CBFF_CBFF_CSH_CCHHH,-1853.024288,3.58,3.97,5.12,2.26,2.68,4.76,-0.95
CSH_CCFFF_CBFF_CBHH_CSH_CCHHH,-1654.404076,3.64,4,5.29,2.37,2.8,4.57,-1.1
CSH_CCFFF_CBFF_CH_CSH_CCHHH,-1628.952531,3.49,4.08,4.27,2.34,2.57,4.18,-1.18
CSH_CCFFF_CBFF_CSiHHH_CSH_CCHHH,-1919.618355,3.21,3.67,4.08,2.02,2.4,3.99,-0.84
CSH_CCFFF_CBFF_CCHHH_CSH_CCHHH,-1668.251997,3.28,3.83,4.32,2.23,2.43,4.1,-1.17
CSH_CCFFF_CBFF_CSH_CSH_CCHHH,-2027.127319,3.21,3.57,3.91,2.08,2.45,3.52,-0.94
CSH_CCFFF_CBFF_COCHHH_CSH_CCHHH,-1743.462584,3.18,3.92,4.6,2.34,2.41,4.26,-1.51
CSH_CCFFF_CBFF_COH_CSH_CCHHH,-1704.182186,3.7,4.02,4.89,2.49,2.77,4.6,-1.28
CSH_CCFFF_CBFF_CNHH_CSH_CCHHH,-1684.316556,3.58,3.82,4.84,2.43,2.72,4.44,-1.29
CSH_CCFFF_CBFF_CNMeMe_CSH_CCHHH,-1762.908749,3.3,3.58,4.64,2.52,2.9,4.2,-1.74
CSH_CCFFF_CBFF_CSiHHH_CSH_CNOO,-2084.797429,2.93,3.6,4.02,1.94,2.33,2.82,-0.95
CSH_CCFFF_CBFF_CSiHHH_CSH_CCN,-1972.547509,2.82,3.61,5.12,1.96,2.23,4.11,-1.1
CSH_CCFFF_CBFF_CSiHHH_CSH_CCFFF,-2217.359964,3.02,3.72,4.83,2.09,2.33,4.32,-1.16
CSH_CCFFF_CBFF_CSiHHH_CSH_CCl,-2339.907534,2.99,3.7,4.77,2.08,2.27,4.36,-1.17
CSH_CCFFF_CBFF_CSiHHH_CSH_CF,-1979.54484,3.2,3.71,4.06,1.97,2.46,3.96,-0.74
CSH_CCFFF_CBFF_CSiHHH_CSH_CBFF,-2104.389466,2.91,3.68,5.06,1.93,2.38,4.14,-0.96
CSH_CCFFF_CBFF_CSiHHH_CSH_CBHH,-1905.744514,2.79,3.61,4.6,1.83,2.3,3.67,-0.86
CSH_CCFFF_CBFF_CSiHHH_CSH_CH,-1880.308505,3.25,3.61,3.83,2.06,2.32,3.78,-0.88
CSH_CCFFF_CBFF_CSiHHH_CSH_CSiHHH,-2170.984504,3.34,3.72,4,2.15,2.43,3.91,-0.96
CSH_CCFFF_CBFF_CSiHHH_CSH_CSH,-2278.495825,2.88,3.66,4.19,1.74,2.43,4.1,-0.61
CSH_CCFFF_CBFF_CSiHHH_CSH_COCHHH,-1994.819053,2.83,3.74,4.33,1.75,2.4,4.11,-0.67
CSH_CCFFF_CBFF_CSiHHH_CSH_COH,-1955.53792,3.18,3.86,4.5,1.89,2.6,4.42,-0.6
CSH_CCFFF_CBFF_CSiHHH_CSH_CNHH,-1935.669658,2.81,3.79,4.28,1.6,2.56,4.22,-0.4
CSH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-2014.252427,2.67,3.77,4.13,1.47,2.58,4.07,-0.27
CNOO_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1820.545747,2.74,3.89,4.09,1.6,2.88,2.92,-0.46
CCN_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1708.305749,2.57,3.88,4.31,1.42,2.74,3.86,-0.26
CCFFF_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1953.103651,2.65,3.95,4.42,1.52,2.78,3.92,-0.38
CCl_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-2075.665226,2.76,4.09,4.38,1.59,2.8,4.11,-0.42
CF_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1715.307338,2.95,4.33,4.65,1.71,2.92,4.33,-0.47
CBFF_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1840.139383,2.79,4.02,4.59,1.65,2.93,3.95,-0.52
CBHH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1641.498625,2.88,4.17,4.45,1.73,2.91,4.07,-0.57
CH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1616.071851,2.9,4.13,4.68,1.73,2.95,4.11,-0.57
CCHHH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1655.371788,2.84,4.16,4.44,1.68,2.84,4.13,-0.52
COCHHH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1730.57871,2.88,4.02,4.52,1.57,2.7,4.34,-0.27
COH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1691.294738,3.29,4.21,4.49,2.14,2.82,4.03,-0.98
CNHH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1671.434443,3.48,4,4.17,2.24,2.81,3.82,-1
CSiHHH_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1906.737071,2.66,3.77,3.99,1.55,2.72,3.67,-0.43
CNMeMe_CCFFF_CBFF_CSiHHH_CSH_CNMeMe,-1750.01994,2.58,3.42,4.25,1.63,2.61,3.81,-0.67
CCN_CCFFF_CNOO_CSiHHH_CSH_CNMeMe,-1688.703735,2.54,3.77,3.93,1.37,2.65,2.7,-0.2
CCN_CCFFF_CCN_CSiHHH_CSH_CNMeMe,-1576.464291,2.42,3.69,4.09,1.32,2.51,3.68,-0.21
CCN_CCFFF_CCFFF_CSiHHH_CSH_CNMeMe,-1821.268929,2.48,3.77,4.24,1.41,2.62,3.7,-0.33
CCN_CCFFF_CCl_CSiHHH_CSH_CNMeMe,-1943.824864,2.72,3.85,4.18,1.62,2.52,3.85,-0.52
CCN_CCFFF_CF_CSiHHH_CSH_CNMeMe,-1583.468283,2.82,4.04,4.33,1.63,2.65,4.04,-0.45
CCN_CCFFF_CBHH_CSiHHH_CSH_CNMeMe,-1509.662734,2.7,4.01,4.25,1.57,2.67,4,-0.43
CCN_CCFFF_CH_CSiHHH_CSH_CNMeMe,-1484.235537,2.61,3.99,4.35,1.47,2.76,3.95,-0.33
CCN_CCFFF_CSiHHH_CSiHHH_CSH_CNMeMe,-1774.90642,2.65,3.79,4.25,1.57,2.61,3.76,-0.49
CCN_CCFFF_CCHHH_CSiHHH_CSH_CNMeMe,-1523.539529,2.8,3.87,4.28,1.76,2.55,3.85,-0.71
CCN_CCFFF_CSH_CSiHHH_CSH_CNMeMe,-1882.415393,2.8,3.66,4.04,1.92,2.2,3.73,-1.03
CCN_CCFFF_COCHHH_CSiHHH_CSH_CNMeMe,-1598.741752,2.79,3.99,4.27,1.67,2.6,4,-0.55
CCN_CCFFF_COH_CSiHHH_CSH_CNMeMe,-1559.464514,2.86,4.02,4.27,1.73,2.5,4.13,-0.6
CCN_CCFFF_CNHH_CSiHHH_CSH_CNMeMe,-1539.599076,2.97,3.79,4.3,2.04,2.3,3.98,-1.11
CCN_CCFFF_CNMeMe_CSiHHH_CSH_CNMeMe,-1618.178028,2.68,3.68,4.14,1.93,1.95,3.92,-1.18
CCFFF_CSH_CF_CNOO_CCFFF_CH,-1608.115556,3.04,3.83,4.07,2.12,2.63,2.95,-1.2
CCFFF_CSH_CF_CCN_CCFFF_CH,-1495.878481,2.82,3.59,4.73,1.96,2.62,3.4,-1.1
CCFFF_CSH_CF_CCFFF_CCFFF_CH,-1740.683666,2.9,3.71,5.01,2.01,2.8,3.5,-1.12
CCFFF_CSH_CF_CCl_CCFFF_CH,-1863.243425,3.16,3.89,4.64,2.19,2.67,3.71,-1.23
CCFFF_CSH_CF_CF_CCFFF_CH,-1502.889635,3.36,4.17,5.17,2.33,2.89,3.97,-1.3
CCFFF_CSH_CF_CBFF_CCFFF_CH,-1627.722553,3.06,3.95,5.22,2.14,2.94,3.7,-1.22
CCFFF_CSH_CF_CBHH_CCFFF_CH,-1429.084114,3.18,4.15,4.89,2.23,2.83,3.89,-1.29
CCFFF_CSH_CF_CH_CCFFF_CH,-1403.660154,3.11,4.22,5.33,2.17,3,3.94,-1.24
CCFFF_CSH_CF_CSiHHH_CCFFF_CH,-1694.322003,2.98,3.88,4.52,2.09,2.63,3.63,-1.19
CCFFF_CSH_CF_CCHHH_CCFFF_CH,-1442.962079,3.24,4.05,4.86,2.26,2.77,3.83,-1.28
CCFFF_CSH_CF_CSH_CCFFF_CH,-1801.836307,2.75,3.93,4.94,1.93,2.29,4.35,-1.11
CCFFF_CSH_CF_COCHHH_CCFFF_CH,-1518.165986,3.38,4.19,4.65,2.32,2.71,4.01,-1.26
CCFFF_CSH_CF_COH_CCFFF_CH,-1478.881726,3.38,4.28,4.73,2.35,2.68,4.08,-1.32
CCFFF_CSH_CF_CNHH_CCFFF_CH,-1459.024078,3.56,4.07,4.3,2.18,2.67,4.08,-0.8
CCFFF_CSH_CF_CNMeMe_CCFFF_CH,-1537.604176,3.21,3.48,4.06,1.8,2.55,3.96,-0.39
CCFFF_CSH_CF_CNMeMe_CNOO_CH,-1405.046026,2.77,3.29,3.92,1.92,2.03,2.91,-1.06
CCFFF_CSH_CF_CNMeMe_CCN_CH,-1292.796934,3.14,3.49,4.01,1.83,2.43,3.93,-0.51
CCFFF_CSH_CF_CNMeMe_CCl_CH,-1660.15065,2.88,3.65,4.76,1.92,2.26,4.41,-0.96
CCFFF_CSH_CF_CNMeMe_CF_CH,-1299.790234,3.23,3.81,4.33,1.96,2.57,4.23,-0.69
CCFFF_CSH_CF_CNMeMe_CBFF_CH,-1424.634453,3.15,3.45,3.97,1.72,2.44,3.87,-0.3
CCFFF_CSH_CF_CNMeMe_CBHH_CH,-1225.989471,3.06,3.42,3.91,1.68,2.28,3.82,-0.31
CCFFF_CSH_CF_CNMeMe_CH_CH,-1200.550506,3.32,3.76,4.26,2.03,2.5,4.09,-0.75
CCFFF_CSH_CF_CNMeMe_CSiHHH_CH,-1491.230852,3.14,3.72,4.14,2.19,2.92,3.67,-1.25
CCFFF_CSH_CF_CNMeMe_CCHHH_CH,-1239.857081,3.12,3.66,4.23,1.86,2.44,4.14,-0.6
CCFFF_CSH_CF_CNMeMe_CSH_CH,-1598.735068,3.17,3.51,4.1,1.8,2.5,4.02,-0.43
CCFFF_CSH_CF_CNMeMe_COCHHH_CH,-1315.066382,3.09,3.82,4.44,1.89,2.61,4.34,-0.69
CCFFF_CSH_CF_CNMeMe_COH_CH,-1275.780849,2.7,4.15,4.38,1.83,3.24,4.08,-0.95
CCFFF_CSH_CF_CNMeMe_CNHH_CH,-1255.906805,2.72,3.87,4.33,1.79,2.41,4.2,-0.87
CCFFF_CSH_CF_CNMeMe_CNMeMe_CH,-1334.495176,2.61,3.74,4.57,1.77,2.28,4.22,-0.94
CCFFF_CNOO_CF_CNMeMe_CBFF_CH,-1230.938618,3.15,3.47,3.98,2.01,2.64,2.88,-0.86
CCFFF_CCN_CF_CNMeMe_CBFF_CH,-1118.690962,3.23,3.51,5.44,1.82,2.45,4.53,-0.4
CCFFF_CCFFF_CF_CNMeMe_CBFF_CH,-1363.501843,3.24,3.59,5.47,1.8,2.63,4.57,-0.36
CCFFF_CCl_CF_CNMeMe_CBFF_CH,-1486.046438,3.03,3.46,5.42,1.82,2.29,4.59,-0.62
CCFFF_CF_CF_CNMeMe_CBFF_CH,-1125.683419,3.1,3.67,5.49,1.94,2.3,4.68,-0.78
CCFFF_CBFF_CF_CNMeMe_CBFF_CH,-1250.533752,3.25,3.6,5.24,1.74,2.59,4.39,-0.23
CCFFF_CBHH_CF_CNMeMe_CBFF_CH,-1051.88898,3.17,3.5,4.72,1.64,2.42,4.05,-0.11
CCFFF_CH_CF_CNMeMe_CBFF_CH,-1026.455648,3.32,3.83,5.57,1.88,2.52,4.69,-0.45
CCFFF_CSiHHH_CF_CNMeMe_CBFF_CH,-1317.127554,3.34,3.68,5.54,1.85,2.49,4.4,-0.36
CCFFF_CCHHH_CF_CNMeMe_CBFF_CH,-1065.759099,3.07,3.57,5.38,1.78,2.31,4.64,-0.49
CCFFF_COCHHH_CF_CNMeMe_CBFF_CH,-1140.957945,2.91,3.54,5.22,1.9,2.15,4.48,-0.89
CCFFF_COH_CF_CNMeMe_CBFF_CH,-1101.669076,2.76,3.63,5.18,1.91,1.98,4.42,-1.06
CCFFF_CNHH_CF_CNMeMe_CBFF_CH,-1081.804535,2.53,3.68,4.75,1.66,2.1,4.26,-0.78
CCFFF_CNMeMe_CF_CNMeMe_CBFF_CH,-1160.388401,2.33,3.5,4.49,1.51,2.01,3.96,-0.68
CBFF_CF_CH_CNHH_CNOO_CCFFF,-1152.35711,3.66,3.98,4.26,2.42,2.75,3,-1.17
CBFF_CF_CH_CNHH_CCN_CCFFF,-1040.109715,3.71,4.46,5.6,2.57,2.75,4.96,-1.42
CBFF_CF_CH_CNHH_CCFFF_CCFFF,-1284.917325,3.82,4.55,5.66,2.64,2.82,5.56,-1.47
CBFF_CF_CH_CNHH_CCl_CCFFF,-1407.46396,3.58,4.63,5.37,2.59,2.79,5.31,-1.6
CBFF_CF_CH_CNHH_CF_CCFFF,-1047.100672,3.73,4.75,5.28,2.72,2.85,5.2,-1.72
CBFF_CF_CH_CNHH_CBFF_CCFFF,-1171.949956,3.72,4.37,5.63,2.45,2.76,5.03,-1.18
CBFF_CF_CH_CNHH_CBHH_CCFFF,-973.305508,3.5,4.12,5.29,2.22,2.57,4.47,-0.93
CBFF_CF_CH_CNHH_CH_CCFFF,-947.866698,3.81,4.62,5.19,2.69,2.82,5.09,-1.58
CBFF_CF_CH_CNHH_CSiHHH_CCFFF,-1238.543047,3.73,4.49,5.43,2.63,2.79,5.22,-1.52
CBFF_CF_CH_CNHH_CCHHH_CCFFF,-987.173644,3.65,4.67,5.23,2.64,2.8,5.16,-1.63
CBFF_CF_CH_CNHH_CSH_CCFFF,-1346.05318,3.6,4.47,4.7,2.57,2.74,4.56,-1.55
CBFF_CF_CH_CNHH_COCHHH_CCFFF,-1062.37827,3.51,4.73,4.89,2.49,2.95,4.85,-1.47
CBFF_CF_CH_CNHH_COH_CCFFF,-1023.095318,3.61,4.77,4.99,2.6,2.96,4.94,-1.59
CBFF_CF_CH_CNHH_CNHH_CCFFF,-1003.223812,2.92,4.15,4.93,2.12,2.44,4.81,-1.33
CBFF_CF_CH_CNHH_CNMeMe_CCFFF,-1081.80121,3.66,3.88,4.59,2.63,2.77,3.85,-1.61
CBFF_CF_CH_CNOO_CBHH_CCFFF,-1122.420489,2,3.81,4.09,1.31,2.41,2.82,-0.62
CBFF_CF_CH_CCN_CBHH_CCFFF,-1010.158829,2.47,4.68,4.89,1.68,2.66,4.63,-0.88
CBFF_CF_CH_CCFFF_CBHH_CCFFF,-1254.971593,3.07,5.05,5.46,2.09,3.15,4.69,-1.11
CBFF_CF_CH_CCl_CBHH_CCFFF,-1377.526723,2.86,4.68,4.85,1.99,2.79,4.68,-1.12
CBFF_CF_CH_CF_CBHH_CCFFF,-1017.166218,3.06,4.67,4.85,1.95,2.65,4.41,-0.84
CBFF_CF_CH_CBFF_CBHH_CCFFF,-1142.001973,3.25,4.76,4.95,2.01,2.91,4.36,-0.76
CBFF_CF_CH_CBHH_CBHH_CCFFF,-943.367668,3.38,4.22,4.6,2.01,2.66,4.19,-0.65
CBFF_CF_CH_CH_CBHH_CCFFF,-917.933626,3.33,4.95,5.01,2.06,2.95,4.38,-0.78
CBFF_CF_CH_CSiHHH_CBHH_CCFFF,-1208.607384,3.17,4.27,4.72,1.97,2.81,4.02,-0.78
CBFF_CF_CH_CCHHH_CBHH_CCFFF,-957.239242,3.35,4.71,4.83,2.1,2.82,4.49,-0.85
CBFF_CF_CH_CSH_CBHH_CCFFF,-1316.125389,2.46,4.57,4.87,1.68,2.89,4.69,-0.89
CBFF_CF_CH_COCHHH_CBHH_CCFFF,-1032.449046,2.6,4.63,4.94,1.81,2.7,4.74,-1.03
CBFF_CF_CH_COH_CBHH_CCFFF,-993.166158,3.52,4.41,5.21,2.18,2.7,4.47,-0.83
CBFF_CF_CH_CNMeMe_CBHH_CCFFF,-1051.892189,3.46,3.81,5.02,2.2,2.52,4.26,-0.95
CCl_CSH_COH_CSiHHH_CNOO_CNOO,-1864.778078,2.95,3.86,3.89,1.94,2.5,2.54,-0.92
CCl_CSH_COH_CSiHHH_CNOO_CCN,-1752.5413,2.84,3.81,3.89,1.85,2.36,2.62,-0.86
CCl_CSH_COH_CSiHHH_CNOO_CCFFF,-1997.351317,3.05,3.84,4.11,1.99,2.65,2.73,-0.93
CCl_CSH_COH_CSiHHH_CNOO_CCl,-2119.90607,3.12,3.88,4.04,2.09,2.45,2.72,-1.06
CCl_CSH_COH_CSiHHH_CNOO_CF,-1759.542854,3.24,3.95,4.14,2.17,2.5,2.77,-1.11
CCl_CSH_COH_CSiHHH_CNOO_CBFF,-1884.387406,2.86,3.89,4.02,1.83,2.43,2.82,-0.81
CCl_CSH_COH_CSiHHH_CNOO_CBHH,-1685.771663,2.99,3.83,4.21,1.88,2.27,3.03,-0.77
CCl_CSH_COH_CSiHHH_CNOO_CH,-1660.313131,2.98,3.9,4.07,1.94,2.55,2.74,-0.89
CCl_CSH_COH_CSiHHH_CNOO_CSiHHH,-1950.993145,2.88,3.88,3.98,1.86,2.48,2.76,-0.83
CCl_CSH_COH_CSiHHH_CNOO_CCHHH,-1699.626165,3.09,3.92,4.08,2.06,2.5,2.82,-1.02
CCl_CSH_COH_CSiHHH_CNOO_CSH,-2058.504619,3.11,3.64,3.97,2.08,2.16,2.93,-1.04
CCl_CSH_COH_CSiHHH_CNOO_COCHHH,-1774.822116,3.3,3.91,3.98,2.22,2.31,2.88,-1.13
CCl_CSH_COH_CSiHHH_CNOO_COH,-1735.549921,3.28,3.89,4.23,2.2,2.32,3.16,-1.13
CCl_CSH_COH_CSiHHH_CNOO_CNHH,-1715.69097,3.43,3.87,4.22,2.16,2.48,3.22,-0.89
CCl_CSH_COH_CSiHHH_CNOO_CNMeMe,-1794.262907,3.18,3.72,3.79,1.89,2.41,2.95,-0.6
CNOO_CSH_COH_CSiHHH_CNOO_CNMeMe,-1539.153342,3.09,3.79,3.96,1.95,2.43,2.92,-0.81
CCN_CSH_COH_CSiHHH_CNOO_CNMeMe,-1426.907349,2.89,3.74,3.79,1.82,2.26,2.97,-0.74
CCFFF_CSH_COH_CSiHHH_CNOO_CNMeMe,-1671.710932,3.05,3.75,3.93,1.91,2.4,2.92,-0.76
CF_CSH_COH_CSiHHH_CNOO_CNMeMe,-1433.907042,3.22,3.75,4.11,1.89,2.42,3.24,-0.57
CBFF_CSH_COH_CSiHHH_CNOO_CNMeMe,-1558.744767,3.22,3.95,4.07,1.94,2.54,3.16,-0.67
CBHH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1360.107258,3.33,3.84,4.03,1.84,2.64,3.03,-0.35
CH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1334.67214,3.24,3.92,4.07,1.95,2.54,3.14,-0.65
CCHHH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1373.966786,3.25,3.77,3.83,1.91,2.48,2.93,-0.56
CSH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1732.846989,3.17,3.4,3.77,1.67,2.4,2.95,-0.17
COCHHH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1449.173254,3.22,3.39,3.89,1.67,2.35,3.09,-0.12
COH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1409.894916,3.21,3.64,4.03,1.61,2.52,3.15,0
CNHH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1390.030888,2.95,3.54,4.02,1.39,2.44,3.26,0.16
CSiHHH_CSH_COH_CSiHHH_CNOO_CNMeMe,-1625.339536,3.15,3.76,3.8,1.91,2.46,2.91,-0.67
CNMeMe_CSH_COH_CSiHHH_CNOO_CNMeMe,-1468.60629,2.74,3.31,3.45,1.37,2.44,2.91,0.01
CNOO_CNOO_CF_CNMeMe_CSiHHH_CCl,-1624.568174,3.14,3.32,3.88,1.8,2.45,2.54,-0.47
CNOO_CCN_CF_CNMeMe_CSiHHH_CCl,-1512.324858,3.26,3.36,3.91,1.95,2.42,2.51,-0.65
CNOO_CCFFF_CF_CNMeMe_CSiHHH_CCl,-1757.134545,3.27,3.29,3.86,1.84,2.47,2.57,-0.41
CNOO_CCl_CF_CNMeMe_CSiHHH_CCl,-1879.682185,3.05,3.35,3.93,2.02,2.32,2.57,-0.99
CNOO_CF_CF_CNMeMe_CSiHHH_CCl,-1519.317602,3.11,3.43,3.95,2.08,2.36,2.58,-1.04
CNOO_CBFF_CF_CNMeMe_CSiHHH_CCl,-1644.170615,2.55,3.12,3.96,1.83,2.46,2.98,-1.11
CNOO_CBHH_CF_CNMeMe_CSiHHH_CCl,-1445.527211,3.35,3.41,3.86,2.24,2.33,2.63,-1.12
CNOO_CH_CF_CNMeMe_CSiHHH_CCl,-1420.092397,3.11,3.37,3.86,2.25,2.46,2.65,-1.4
CNOO_CSiHHH_CF_CNMeMe_CSiHHH_CCl,-1710.769299,3.15,3.28,3.84,1.95,2.4,2.63,-0.75
CNOO_CCHHH_CF_CNMeMe_CSiHHH_CCl,-1459.398335,3.06,3.29,3.9,2.03,2.32,2.63,-0.99
CNOO_CSH_CF_CNMeMe_CSiHHH_CCl,-1818.27322,3.03,3.25,3.87,1.93,2.35,2.58,-0.83
CNOO_COCHHH_CF_CNMeMe_CSiHHH_CCl,-1534.595447,2.9,3.45,4,2.06,2.35,2.66,-1.21
CNOO_COH_CF_CNMeMe_CSiHHH_CCl,-1495.310497,2.35,3.31,3.84,1.66,2.4,2.74,-0.97
CNOO_CNHH_CF_CNMeMe_CSiHHH_CCl,-1475.443874,2.44,3.27,3.87,1.79,2.11,2.65,-1.13
CNOO_CNMeMe_CF_CNMeMe_CSiHHH_CCl,-1554.025677,2.14,3.44,3.77,1.48,2.49,2.64,-0.83
CNOO_CCFFF_CNOO_CNMeMe_CSiHHH_CCl,-1862.374698,3.02,3.29,3.86,1.84,2.43,2.51,-0.66
CNOO_CCFFF_CCN_CNMeMe_CSiHHH_CCl,-1750.135098,3.04,3.27,3.86,1.81,2.41,2.5,-0.57
CNOO_CCFFF_CCFFF_CNMeMe_CSiHHH_CCl,-1994.944104,2.99,3.35,3.86,1.8,2.45,2.54,-0.62
CNOO_CCFFF_CCl_CNMeMe_CSiHHH_CCl,-2117.496407,3.15,3.17,3.86,1.77,2.41,2.54,-0.4
CNOO_CCFFF_CBFF_CNMeMe_CSiHHH_CCl,-1881.974809,2.94,3.31,3.85,1.76,2.42,2.51,-0.58
CNOO_CCFFF_CBHH_CNMeMe_CSiHHH_CCl,-1683.332261,2.83,3.24,3.85,1.7,2.33,2.5,-0.56
CNOO_CCFFF_CH_CNMeMe_CSiHHH_CCl,-1657.901748,3.15,3.39,3.87,1.86,2.49,2.55,-0.57
CNOO_CCFFF_CSiHHH_CNMeMe_CSiHHH_CCl,-1948.578129,3.03,3.28,3.86,1.78,2.41,2.53,-0.53
CNOO_CCFFF_CCHHH_CNMeMe_CSiHHH_CCl,-1697.211881,3.13,3.23,3.86,1.8,2.41,2.56,-0.46
CNOO_CCFFF_CSH_CNMeMe_CSiHHH_CCl,-2056.086758,2.92,3.18,3.85,1.62,2.35,2.56,-0.33
CNOO_CCFFF_COCHHH_CNMeMe_CSiHHH_CCl,-1772.409264,3.2,3.26,3.86,1.81,2.45,2.57,-0.42
CNOO_CCFFF_COH_CNMeMe_CSiHHH_CCl,-1733.129504,3.24,3.43,3.82,2.19,2.45,2.62,-1.14
CNOO_CCFFF_CNHH_CNMeMe_CSiHHH_CCl,-1713.26817,3.01,3.53,3.8,1.92,2.58,2.64,-0.83
CNOO_CCFFF_CNMeMe_CNMeMe_CSiHHH_CCl,-1791.849461,2.82,3.46,3.77,1.72,2.49,2.63,-0.63
